Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anfernee Simons,Shared Games with Chance Comanche,Shared Games with Damian Lillard,Shared Games with Drew Eubanks,Shared Games with Gary Payton II,Shared Games with Greg Brown III,Shared Games with Jabari Walker,Shared Games with Jeenathan Williams,Shared Games with Jerami Grant,Shared Games with John Butler,Shared Games with Justin Minaya,Shared Games with Justise Winslow,Shared Games with Jusuf Nurkić,Shared Games with Keon Johnson,Shared Games with Nassir Little,Shared Games with Olivier Sarr,Shared Games with Shaedon Sharpe,Shared Games with Shaquille Harrison,Shared Games with Skylar Mays,Shared Games with Trendon Watford,Anfernee Simons,Chance Comanche,Damian Lillard,Drew Eubanks,Gary Payton II,Greg Brown III,Jabari Walker,Jeenathan Williams,Jerami Grant,John Butler,Justin Minaya,Justise Winslow,Jusuf Nurkić,Keon Johnson,Nassir Little,Olivier Sarr,Shaedon Sharpe,Shaquille Harrison,Skylar Mays,Trendon Watford,co_inf with Anfernee Simons,co_inf with Chance Comanche,co_inf with Damian Lillard,co_inf with Drew Eubanks,co_inf with Gary Payton II,co_inf with Greg Brown III,co_inf with Jabari Walker,co_inf with Jeenathan Williams,co_inf with Jerami Grant,co_inf with John Butler,co_inf with Justin Minaya,co_inf with Justise Winslow,co_inf with Jusuf Nurkić,co_inf with Keon Johnson,co_inf with Nassir Little,co_inf with Olivier Sarr,co_inf with Shaedon Sharpe,co_inf with Shaquille Harrison,co_inf with Skylar Mays,co_inf with Trendon Watford
13,14,14,2022-11-15,27-254,POR,,SAS,W (+7),1,34.25,3.0,4.0,.750,0.0,0.0,,0,0,,1,6,7,5,3,0,2,2,6,10.6,+17,4.0,3.0,0.75,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
14,15,15,2022-11-17,27-256,POR,,BRK,L (-2),1,30.1,3.0,6.0,.500,1.0,2.0,.500,0,0,,1,5,6,2,2,1,0,3,7,9.1,+1,4.0,2.0,0.5,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
15,16,16,2022-11-19,27-258,POR,,UTA,L (-5),1,30.083333333333332,6.0,10.0,.600,1.0,3.0,.333,6,6,1.000,3,5,8,2,2,0,0,5,19,19.4,-7,7.0,5.0,0.7142857142857143,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
16,17,17,2022-11-21,27-260,POR,@,MIL,L (-8),1,39.95,7.0,9.0,.778,2.0,2.0,1.000,1,1,1.000,3,6,9,2,2,0,4,2,17,16.0,-12,7.0,5.0,0.7142857142857143,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
17,18,18,2022-11-23,27-262,POR,@,CLE,L (-18),1,32.56666666666667,3.0,5.0,.600,0.0,1.0,.000,2,2,1.000,0,3,3,9,1,0,3,5,8,8.9,+6,4.0,3.0,0.75,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
18,19,19,2022-11-25,27-264,POR,@,NYK,W (+3),1,41.55,4.0,8.0,.500,0.0,2.0,.000,2,4,.500,6,13,19,4,2,0,3,6,10,12.7,+13,6.0,4.0,0.6666666666666666,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
19,20,20,2022-11-27,27-266,POR,@,BRK,L (-14),1,35.81666666666667,4.0,8.0,.500,1.0,4.0,.250,0,0,,1,3,4,3,1,0,0,3,9,8.5,-15,4.0,3.0,0.75,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
20,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
21,21,21,2022-11-29,27-268,POR,,LAC,L (-6),1,33.016666666666666,3.0,6.0,.500,1.0,3.0,.333,2,2,1.000,1,6,7,6,1,0,1,2,9,11.9,-4,3.0,2.0,0.6666666666666666,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
22,22,,2022-11-30,27-269,POR,@,LAL,L (-19),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
23,23,,2022-12-03,27-272,POR,@,UTA,W (+5),Inactive,0.0,,,Inactive,,,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,,,,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
24,24,22,2022-12-04,27-273,POR,,IND,W (+16),1,32.666666666666664,5.0,8.0,.625,1.0,3.0,.333,0,0,,4,6,10,3,3,0,2,1,11,14.7,+27,5.0,4.0,0.8,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
25,25,23,2022-12-08,27-277,POR,,DEN,L (-1),1,37.083333333333336,5.0,10.0,.500,0.0,1.0,.000,2,2,1.000,3,3,6,3,3,0,2,2,12,12.3,+10,9.0,5.0,0.5555555555555556,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
26,26,24,2022-12-10,27-279,POR,,MIN,W (+6),1,32.61666666666667,4.0,8.0,.500,3.0,3.0,1.000,0,0,,2,6,8,4,2,0,2,5,11,11.0,+8,5.0,1.0,0.2,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
27,27,25,2022-12-12,27-281,POR,,MIN,W (+21),1,27.966666666666665,3.0,7.0,.429,2.0,3.0,.667,0,0,,1,6,7,2,1,0,1,2,8,7.4,+19,4.0,1.0,0.25,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
28,28,26,2022-12-14,27-283,POR,@,SAS,W (+16),1,32.516666666666666,2.0,7.0,.286,0.0,3.0,.000,1,2,.500,3,7,10,3,0,0,0,1,5,6.4,+8,4.0,2.0,0.5,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
29,29,27,2022-12-16,27-285,POR,@,DAL,L (-20),1,21.9,3.0,3.0,1.000,0.0,0.0,,0,1,.000,2,2,4,1,0,0,1,3,6,5.2,-9,3.0,3.0,1.0,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
30,30,28,2022-12-17,27-286,POR,@,HOU,W (+12),1,30.65,5.0,6.0,.833,1.0,1.0,1.000,1,1,1.000,6,7,13,1,0,0,1,0,12,15.8,+25,5.0,4.0,0.8,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
31,31,29,2022-12-19,27-288,POR,@,OKC,L (-2),1,32.1,4.0,8.0,.500,1.0,2.0,.500,4,4,1.000,2,6,8,6,0,0,0,2,13,15.6,+6,6.0,3.0,0.5,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
32,32,30,2022-12-21,27-290,POR,@,OKC,L (-3),1,34.96666666666667,5.0,7.0,.714,1.0,3.0,.333,2,2,1.000,1,4,5,2,1,0,5,5,13,7.4,-3,4.0,4.0,1.0,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
33,33,31,2022-12-23,27-292,POR,@,DEN,L (-13),1,37.083333333333336,6.0,8.0,.750,0.0,2.0,.000,2,2,1.000,2,9,11,6,1,0,3,2,14,16.3,-3,6.0,6.0,1.0,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
