Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anfernee Simons,Shared Games with Chance Comanche,Shared Games with Damian Lillard,Shared Games with Drew Eubanks,Shared Games with Gary Payton II,Shared Games with Greg Brown III,Shared Games with Jabari Walker,Shared Games with Jeenathan Williams,Shared Games with Jerami Grant,Shared Games with John Butler,Shared Games with Justin Minaya,Shared Games with Justise Winslow,Shared Games with Jusuf Nurkić,Shared Games with Keon Johnson,Shared Games with Nassir Little,Shared Games with Olivier Sarr,Shared Games with Shaedon Sharpe,Shared Games with Shaquille Harrison,Shared Games with Skylar Mays,Shared Games with Trendon Watford,Anfernee Simons,Chance Comanche,Damian Lillard,Drew Eubanks,Gary Payton II,Greg Brown III,Jabari Walker,Jeenathan Williams,Jerami Grant,John Butler,Justin Minaya,Justise Winslow,Jusuf Nurkić,Keon Johnson,Nassir Little,Olivier Sarr,Shaedon Sharpe,Shaquille Harrison,Skylar Mays,Trendon Watford,co_inf with Anfernee Simons,co_inf with Chance Comanche,co_inf with Damian Lillard,co_inf with Drew Eubanks,co_inf with Gary Payton II,co_inf with Greg Brown III,co_inf with Jabari Walker,co_inf with Jeenathan Williams,co_inf with Jerami Grant,co_inf with John Butler,co_inf with Justin Minaya,co_inf with Justise Winslow,co_inf with Jusuf Nurkić,co_inf with Keon Johnson,co_inf with Nassir Little,co_inf with Olivier Sarr,co_inf with Shaedon Sharpe,co_inf with Shaquille Harrison,co_inf with Skylar Mays,co_inf with Trendon Watford
70,68,63,2023-03-11,28-005,NYK,@,LAC,L (-11),0,32.266666666666666,3.0,6.0,.500,0.0,1.0,.000,4,4,1.000,3,5,8,4,0,0,2,3,10,10.2,-1,5.0,3.0,0.6,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
71,69,64,2023-03-12,28-006,NYK,@,LAL,W (+4),0,32.416666666666664,2.0,4.0,.500,2.0,4.0,.500,2,2,1.000,2,6,8,4,0,0,3,3,8,7.8,+13,0.0,0.0,,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
72,70,65,2023-03-14,28-008,NYK,@,POR,W (+16),0,37.38333333333333,6.0,13.0,.462,2.0,5.0,.400,2,2,1.000,1,8,9,8,3,0,2,0,16,19.0,+26,8.0,4.0,0.5,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
73,71,66,2023-03-18,28-012,NYK,,DEN,W (+6),0,31.983333333333334,4.0,5.0,.800,1.0,2.0,.500,4,4,1.000,3,5,8,5,3,0,0,4,13,19.6,-5,3.0,3.0,1.0,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
74,72,67,2023-03-20,28-014,NYK,,MIN,L (-6),0,31.4,5.0,7.0,.714,0.0,0.0,,0,0,,3,2,5,4,2,1,1,2,10,13.5,-3,7.0,5.0,0.7142857142857143,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
75,73,68,2023-03-22,28-016,NYK,@,MIA,L (-7),0,29.55,3.0,5.0,.600,2.0,3.0,.667,4,4,1.000,0,4,4,3,2,1,1,0,12,14.7,-10,2.0,1.0,0.5,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
76,74,69,2023-03-23,28-017,NYK,@,ORL,L (-5),0,29.266666666666666,3.0,7.0,.429,1.0,3.0,.333,0,0,,1,4,5,2,1,0,1,4,7,5.0,-10,4.0,2.0,0.5,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
77,75,70,2023-03-27,28-021,NYK,,HOU,W (+22),0,24.683333333333334,4.0,4.0,1.000,1.0,1.0,1.000,0,0,,2,3,5,2,2,2,1,3,9,12.7,+25,3.0,3.0,1.0,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
78,76,71,2023-03-29,28-023,NYK,,MIA,W (+9),0,28.6,6.0,7.0,.857,1.0,1.0,1.000,0,0,,2,6,8,3,2,0,3,2,13,14.0,+12,6.0,5.0,0.8333333333333334,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
79,77,72,2023-03-31,28-025,NYK,@,CLE,W (+14),0,29.416666666666668,4.0,4.0,1.000,1.0,1.0,1.000,2,3,.667,1,6,7,1,0,0,0,2,11,11.8,+18,3.0,3.0,1.0,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
80,78,73,2023-04-02,28-027,NYK,,WAS,W (+9),0,25.766666666666666,1.0,4.0,.250,0.0,1.0,.000,0,0,,1,5,6,3,0,1,1,1,2,3.2,+4,3.0,1.0,0.3333333333333333,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
81,79,74,2023-04-05,28-030,NYK,@,IND,W (+9),1,37.03333333333333,2.0,5.0,.400,1.0,2.0,.500,1,2,.500,5,7,12,7,4,1,3,2,6,14.3,+31,3.0,1.0,0.3333333333333333,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
82,80,75,2023-04-07,28-032,NYK,@,NOP,L (-8),0,33.31666666666667,1.0,8.0,.125,0.0,3.0,.000,6,7,.857,0,6,6,2,0,0,1,3,8,3.4,+9,5.0,1.0,0.2,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
83,Rk,G,Date,Age,Tm,,Opp,,GS,0.0,,,FG%,,,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,,,,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
84,81,76,2023-04-09,28-034,NYK,,IND,L (-5),0,25.5,5.0,9.0,.556,0.0,1.0,.000,0,0,,3,8,11,4,1,1,2,2,10,11.9,-29,8.0,5.0,0.625,49,1,41,50,13,14,31,5,49,7,4,27,43,24,32,0,50,0,6,35,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.7903225806451613,1.0,0.7068965517241379,0.6410256410256411,0.5909090909090909,0.875,0.5535714285714286,1.0,0.7777777777777778,0.3684210526315789,1.0,0.9310344827586208,0.8269230769230769,0.6,0.5925925925925926,0.0,0.625,0.0,1.0,0.5645161290322581
