Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Blake Wesley,Shared Games with Charles Bassey,Shared Games with Devin Vassell,Shared Games with Dominick Barlow,Shared Games with Doug McDermott,Shared Games with Gorgui Dieng,Shared Games with Jakob Poeltl,Shared Games with Jeremy Sochan,Shared Games with Josh Richardson,Shared Games with Keita Bates-Diop,Shared Games with Keldon Johnson,Shared Games with Malaki Branham,Shared Games with Romeo Langford,Shared Games with Stanley Johnson,Shared Games with Tre Jones,Shared Games with Zach Collins,Alize Johnson,Blake Wesley,Charles Bassey,Devin Vassell,Dominick Barlow,Doug McDermott,Gorgui Dieng,Jakob Poeltl,Jeremy Sochan,Jordan Hall,Josh Richardson,Joshua Primo,Keita Bates-Diop,Keldon Johnson,Malaki Branham,Romeo Langford,Stanley Johnson,Tre Jones,Zach Collins,co_inf with Alize Johnson,co_inf with Blake Wesley,co_inf with Charles Bassey,co_inf with Devin Vassell,co_inf with Dominick Barlow,co_inf with Doug McDermott,co_inf with Gorgui Dieng,co_inf with Jakob Poeltl,co_inf with Jeremy Sochan,co_inf with Jordan Hall,co_inf with Josh Richardson,co_inf with Joshua Primo,co_inf with Keita Bates-Diop,co_inf with Keldon Johnson,co_inf with Malaki Branham,co_inf with Romeo Langford,co_inf with Stanley Johnson,co_inf with Tre Jones,co_inf with Zach Collins,Blake Griffin,DaQuan Jeffries,Derrick Rose,Duane Washington Jr.,Evan Fournier,Feron Hunt,Immanuel Quickley,Isaiah Hartenstein,Jalen Brunson,Jericho Sims,Josh Hart,Julius Randle,Miles McBride,Mitchell Robinson,Obi Toppin,Quentin Grimes,RJ Barrett,Trevor Keels,co_inf with Blake Griffin,co_inf with DaQuan Jeffries,co_inf with Derrick Rose,co_inf with Duane Washington Jr.,co_inf with Evan Fournier,co_inf with Feron Hunt,co_inf with Immanuel Quickley,co_inf with Isaiah Hartenstein,co_inf with Jalen Brunson,co_inf with Jericho Sims,co_inf with Josh Hart,co_inf with Julius Randle,co_inf with Miles McBride,co_inf with Mitchell Robinson,co_inf with Obi Toppin,co_inf with Quentin Grimes,co_inf with RJ Barrett,co_inf with Trevor Keels,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,PER,WS,BPM,OBPM,DBPM,Co_Points_Share,TS%,3PAr,FTr,VORP,OWS,New Column,Result
32.0,27.0,2022-12-23,24-323,SAS,ORL,0,3.85,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,+6,0.0,0.0,,11,25,25,8,35,16,30,32,29,34,37,30,21,25,36,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.7142857142857143,0.6578947368421053,0.2857142857142857,0.546875,0.5161290322580645,0.4166666666666667,0.5714285714285714,0.0,0.4461538461538462,0.0,0.5074626865671642,0.5873015873015873,0.4545454545454545,0.4883720930232558,0.8333333333333334,0.5294117647058824,0.5079365079365079,41.0,,27.0,31.0,27.0,,81.0,82.0,68.0,52.0,76.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,78.0,4.875,-0.3999999999999999,0,0.0,9.3,-0.1,-4.6,-4.0,-0.6,0.018556478584529,0.497,0.387,0.265,-0.3,-0.4,L (-9),L (-9)
33.0,,2022-12-26,24-326,SAS,UTA,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,11,25,25,8,35,16,30,32,29,34,37,30,21,25,36,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.7142857142857143,0.6578947368421053,0.2857142857142857,0.546875,0.5161290322580645,0.4166666666666667,0.5714285714285714,0.0,0.4461538461538462,0.0,0.5074626865671642,0.5873015873015873,0.4545454545454545,0.4883720930232558,0.8333333333333334,0.5294117647058824,0.5079365079365079,41.0,,27.0,31.0,27.0,,81.0,82.0,68.0,52.0,76.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,93.0,5.8125,0.0,0,0.0,9.3,-0.1,-4.6,-4.0,-0.6,0.018556478584529,0.497,0.387,0.265,-0.3,-0.4,L (-20),L (-20)
34.0,28.0,2022-12-27,24-327,SAS,OKC,0,2.55,1.0,1.0,1.000,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.4,+4,1.0,1.0,1.0,11,25,25,8,35,16,30,32,29,34,37,30,21,25,36,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.7142857142857143,0.6578947368421053,0.2857142857142857,0.546875,0.5161290322580645,0.4166666666666667,0.5714285714285714,0.0,0.4461538461538462,0.0,0.5074626865671642,0.5873015873015873,0.4545454545454545,0.4883720930232558,0.8333333333333334,0.5294117647058824,0.5079365079365079,41.0,,27.0,31.0,27.0,,81.0,82.0,68.0,52.0,76.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2.0,99.0,6.1875,2.3999999999999995,0,0.0,9.3,-0.1,-4.6,-4.0,-0.6,0.018556478584529,0.497,0.387,0.265,-0.3,-0.4,W (+4),W (+4)
35.0,,2022-12-29,24-329,SAS,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,11,25,25,8,35,16,30,32,29,34,37,30,21,25,36,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.7142857142857143,0.6578947368421053,0.2857142857142857,0.546875,0.5161290322580645,0.4166666666666667,0.5714285714285714,0.0,0.4461538461538462,0.0,0.5074626865671642,0.5873015873015873,0.4545454545454545,0.4883720930232558,0.8333333333333334,0.5294117647058824,0.5079365079365079,41.0,,27.0,31.0,27.0,,81.0,82.0,68.0,52.0,76.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,101.0,6.3125,0.0,0,0.0,9.3,-0.1,-4.6,-4.0,-0.6,0.018556478584529,0.497,0.387,0.265,-0.3,-0.4,L (-16),L (-16)
36.0,,2022-12-31,24-331,SAS,DAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,11,25,25,8,35,16,30,32,29,34,37,30,21,25,36,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.7142857142857143,0.6578947368421053,0.2857142857142857,0.546875,0.5161290322580645,0.4166666666666667,0.5714285714285714,0.0,0.4461538461538462,0.0,0.5074626865671642,0.5873015873015873,0.4545454545454545,0.4883720930232558,0.8333333333333334,0.5294117647058824,0.5079365079365079,41.0,,27.0,31.0,27.0,,81.0,82.0,68.0,52.0,76.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,60.0,3.75,0.0,0,0.0,9.3,-0.1,-4.6,-4.0,-0.6,0.018556478584529,0.497,0.387,0.265,-0.3,-0.4,W (+7),W (+7)
37.0,29.0,2023-01-02,24-333,SAS,BRK,0,14.75,2.0,5.0,.400,0.0,2.0,.000,1,4.0,.250,1.0,3.0,4.0,0.0,0.0,0.0,1.0,2.0,5.0,0.9,-6,3.0,2.0,0.6666666666666666,11,25,25,8,35,16,30,32,29,34,37,30,21,25,36,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.7142857142857143,0.6578947368421053,0.2857142857142857,0.546875,0.5161290322580645,0.4166666666666667,0.5714285714285714,0.0,0.4461538461538462,0.0,0.5074626865671642,0.5873015873015873,0.4545454545454545,0.4883720930232558,0.8333333333333334,0.5294117647058824,0.5079365079365079,41.0,,27.0,31.0,27.0,,81.0,82.0,68.0,52.0,76.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,-1.0,60.0,3.75,0.5000000000000002,0,0.0,9.3,-0.1,-4.6,-4.0,-0.6,0.018556478584529,0.497,0.387,0.265,-0.3,-0.4,L (-1),L (-1)
38.0,,2023-01-04,24-335,SAS,NYK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,11,25,25,8,35,16,30,32,29,34,37,30,21,25,36,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.7142857142857143,0.6578947368421053,0.2857142857142857,0.546875,0.5161290322580645,0.4166666666666667,0.5714285714285714,0.0,0.4461538461538462,0.0,0.5074626865671642,0.5873015873015873,0.4545454545454545,0.4883720930232558,0.8333333333333334,0.5294117647058824,0.5079365079365079,41.0,,27.0,31.0,27.0,,81.0,82.0,68.0,52.0,76.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,102.0,6.375,0.0,0,0.0,9.3,-0.1,-4.6,-4.0,-0.6,0.018556478584529,0.497,0.387,0.265,-0.3,-0.4,L (-36),L (-36)
39.0,30.0,2023-01-06,24-337,SAS,DET,0,7.283333333333333,0.0,2.0,.000,0.0,1.0,.000,2,2.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6,-4,1.0,0.0,0.0,11,25,25,8,35,16,30,32,29,34,37,30,21,25,36,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.7142857142857143,0.6578947368421053,0.2857142857142857,0.546875,0.5161290322580645,0.4166666666666667,0.5714285714285714,0.0,0.4461538461538462,0.0,0.5074626865671642,0.5873015873015873,0.4545454545454545,0.4883720930232558,0.8333333333333334,0.5294117647058824,0.5079365079365079,41.0,,27.0,31.0,27.0,,81.0,82.0,68.0,52.0,76.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,-2.0,72.0,4.5,-0.1999999999999999,0,0.0,9.3,-0.1,-4.6,-4.0,-0.6,0.018556478584529,0.497,0.387,0.265,-0.3,-0.4,L (-3),L (-3)
40.0,31.0,2023-01-07,24-338,SAS,BOS,0,0.6166666666666667,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.1,0,0.0,0.0,,11,25,25,8,35,16,30,32,29,34,37,30,21,25,36,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.7142857142857143,0.6578947368421053,0.2857142857142857,0.546875,0.5161290322580645,0.4166666666666667,0.5714285714285714,0.0,0.4461538461538462,0.0,0.5074626865671642,0.5873015873015873,0.4545454545454545,0.4883720930232558,0.8333333333333334,0.5294117647058824,0.5079365079365079,41.0,,27.0,31.0,27.0,,81.0,82.0,68.0,52.0,76.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,1.0,89.0,5.5625,-0.1,0,0.0,9.3,-0.1,-4.6,-4.0,-0.6,0.018556478584529,0.497,0.387,0.265,-0.3,-0.4,W (+12),W (+12)
41.0,,2023-01-09,24-340,SAS,MEM,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,11,25,25,8,35,16,30,32,29,34,37,30,21,25,36,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.7142857142857143,0.6578947368421053,0.2857142857142857,0.546875,0.5161290322580645,0.4166666666666667,0.5714285714285714,0.0,0.4461538461538462,0.0,0.5074626865671642,0.5873015873015873,0.4545454545454545,0.4883720930232558,0.8333333333333334,0.5294117647058824,0.5079365079365079,41.0,,27.0,31.0,27.0,,81.0,82.0,68.0,52.0,76.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,60.0,3.75,0.0,0,0.0,9.3,-0.1,-4.6,-4.0,-0.6,0.018556478584529,0.497,0.387,0.265,-0.3,-0.4,L (-5),L (-5)
42.0,,2023-01-11,24-342,SAS,MEM,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,11,25,25,8,35,16,30,32,29,34,37,30,21,25,36,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.7142857142857143,0.6578947368421053,0.2857142857142857,0.546875,0.5161290322580645,0.4166666666666667,0.5714285714285714,0.0,0.4461538461538462,0.0,0.5074626865671642,0.5873015873015873,0.4545454545454545,0.4883720930232558,0.8333333333333334,0.5294117647058824,0.5079365079365079,41.0,,27.0,31.0,27.0,,81.0,82.0,68.0,52.0,76.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,88.0,5.5,0.0,0,0.0,9.3,-0.1,-4.6,-4.0,-0.6,0.018556478584529,0.497,0.387,0.265,-0.3,-0.4,,
43.0,32.0,2023-01-13,24-344,SAS,GSW,0,9.783333333333331,2.0,4.0,.500,0.0,2.0,.000,0,0.0,,0.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,4.0,2.9,-2,2.0,2.0,1.0,11,25,25,8,35,16,30,32,29,34,37,30,21,25,36,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.7142857142857143,0.6578947368421053,0.2857142857142857,0.546875,0.5161290322580645,0.4166666666666667,0.5714285714285714,0.0,0.4461538461538462,0.0,0.5074626865671642,0.5873015873015873,0.4545454545454545,0.4883720930232558,0.8333333333333334,0.5294117647058824,0.5079365079365079,41.0,,27.0,31.0,27.0,,81.0,82.0,68.0,52.0,76.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,3.0,64.0,4.0,2.8999999999999995,0,0.0,9.3,-0.1,-4.6,-4.0,-0.6,0.018556478584529,0.497,0.387,0.265,-0.3,-0.4,L (-8),L (-8)
44.0,,2023-01-15,24-346,SAS,SAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,11,25,25,8,35,16,30,32,29,34,37,30,21,25,36,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.7142857142857143,0.6578947368421053,0.2857142857142857,0.546875,0.5161290322580645,0.4166666666666667,0.5714285714285714,0.0,0.4461538461538462,0.0,0.5074626865671642,0.5873015873015873,0.4545454545454545,0.4883720930232558,0.8333333333333334,0.5294117647058824,0.5079365079365079,41.0,,27.0,31.0,27.0,,81.0,82.0,68.0,52.0,76.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,77.0,4.8125,0.0,0,0.0,9.3,-0.1,-4.6,-4.0,-0.6,0.018556478584529,0.497,0.387,0.265,-0.3,-0.4,L (-6),L (-6)
45.0,,2023-01-17,24-348,SAS,BRK,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,11,25,25,8,35,16,30,32,29,34,37,30,21,25,36,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.7142857142857143,0.6578947368421053,0.2857142857142857,0.546875,0.5161290322580645,0.4166666666666667,0.5714285714285714,0.0,0.4461538461538462,0.0,0.5074626865671642,0.5873015873015873,0.4545454545454545,0.4883720930232558,0.8333333333333334,0.5294117647058824,0.5079365079365079,41.0,,27.0,31.0,27.0,,81.0,82.0,68.0,52.0,76.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,59.0,3.6875,0.0,0,0.0,9.3,-0.1,-4.6,-4.0,-0.6,0.018556478584529,0.497,0.387,0.265,-0.3,-0.4,L (-31),L (-31)
46.0,,2023-01-20,24-351,SAS,LAC,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,11,25,25,8,35,16,30,32,29,34,37,30,21,25,36,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.7142857142857143,0.6578947368421053,0.2857142857142857,0.546875,0.5161290322580645,0.4166666666666667,0.5714285714285714,0.0,0.4461538461538462,0.0,0.5074626865671642,0.5873015873015873,0.4545454545454545,0.4883720930232558,0.8333333333333334,0.5294117647058824,0.5079365079365079,41.0,,27.0,31.0,27.0,,81.0,82.0,68.0,52.0,76.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,66.0,4.125,0.0,0,0.0,9.3,-0.1,-4.6,-4.0,-0.6,0.018556478584529,0.497,0.387,0.265,-0.3,-0.4,L (-13),L (-13)
47.0,33.0,2023-01-23,24-354,SAS,POR,0,6.133333333333334,1.0,2.0,.500,0.0,0.0,,1,4.0,.250,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.7,+2,2.0,1.0,0.5,11,25,25,8,35,16,30,32,29,34,37,30,21,25,36,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.7142857142857143,0.6578947368421053,0.2857142857142857,0.546875,0.5161290322580645,0.4166666666666667,0.5714285714285714,0.0,0.4461538461538462,0.0,0.5074626865671642,0.5873015873015873,0.4545454545454545,0.4883720930232558,0.8333333333333334,0.5294117647058824,0.5079365079365079,41.0,,27.0,31.0,27.0,,81.0,82.0,68.0,52.0,76.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.0,97.0,6.0625,1.2999999999999998,0,0.0,9.3,-0.1,-4.6,-4.0,-0.6,0.018556478584529,0.497,0.387,0.265,-0.3,-0.4,W (+8),W (+8)
48.0,,2023-01-25,24-356,SAS,LAL,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,11,25,25,8,35,16,30,32,29,34,37,30,21,25,36,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.7142857142857143,0.6578947368421053,0.2857142857142857,0.546875,0.5161290322580645,0.4166666666666667,0.5714285714285714,0.0,0.4461538461538462,0.0,0.5074626865671642,0.5873015873015873,0.4545454545454545,0.4883720930232558,0.8333333333333334,0.5294117647058824,0.5079365079365079,41.0,,27.0,31.0,27.0,,81.0,82.0,68.0,52.0,76.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,84.0,5.25,0.0,0,0.0,9.3,-0.1,-4.6,-4.0,-0.6,0.018556478584529,0.497,0.387,0.265,-0.3,-0.4,L (-5),L (-5)
49.0,34.0,2023-01-26,24-357,SAS,LAC,0,20.716666666666665,5.0,9.0,.556,2.0,2.0,1.000,2,3.0,.667,3.0,4.0,7.0,2.0,0.0,0.0,0.0,2.0,14.0,13.2,-7,7.0,3.0,0.4285714285714285,11,25,25,8,35,16,30,32,29,34,37,30,21,25,36,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.7142857142857143,0.6578947368421053,0.2857142857142857,0.546875,0.5161290322580645,0.4166666666666667,0.5714285714285714,0.0,0.4461538461538462,0.0,0.5074626865671642,0.5873015873015873,0.4545454545454545,0.4883720930232558,0.8333333333333334,0.5294117647058824,0.5079365079365079,41.0,,27.0,31.0,27.0,,81.0,82.0,68.0,52.0,76.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,11.0,78.0,4.875,12.4,0,0.0,9.3,-0.1,-4.6,-4.0,-0.6,0.018556478584529,0.497,0.387,0.265,-0.3,-0.4,L (-20),L (-20)
50.0,,2023-01-28,24-359,SAS,PHO,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,11,25,25,8,35,16,30,32,29,34,37,30,21,25,36,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.7142857142857143,0.6578947368421053,0.2857142857142857,0.546875,0.5161290322580645,0.4166666666666667,0.5714285714285714,0.0,0.4461538461538462,0.0,0.5074626865671642,0.5873015873015873,0.4545454545454545,0.4883720930232558,0.8333333333333334,0.5294117647058824,0.5079365079365079,41.0,,27.0,31.0,27.0,,81.0,82.0,68.0,52.0,76.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,88.0,5.5,0.0,0,0.0,9.3,-0.1,-4.6,-4.0,-0.6,0.018556478584529,0.497,0.387,0.265,-0.3,-0.4,L (-9),L (-9)
51.0,35.0,2023-01-30,24-361,SAS,WAS,0,2.183333333333333,0.0,2.0,.000,0.0,0.0,,0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-2,2.0,0.0,0.0,11,25,25,8,35,16,30,32,29,34,37,30,21,25,36,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.7142857142857143,0.6578947368421053,0.2857142857142857,0.546875,0.5161290322580645,0.4166666666666667,0.5714285714285714,0.0,0.4461538461538462,0.0,0.5074626865671642,0.5873015873015873,0.4545454545454545,0.4883720930232558,0.8333333333333334,0.5294117647058824,0.5079365079365079,41.0,,27.0,31.0,27.0,,81.0,82.0,68.0,52.0,76.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,-1.0,69.0,4.3125,-0.7,0,0.0,9.3,-0.1,-4.6,-4.0,-0.6,0.018556478584529,0.497,0.387,0.265,-0.3,-0.4,L (-38),L (-38)
52.0,36.0,2023-02-01,24-363,SAS,SAC,0,8.033333333333333,2.0,2.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,3.7,-3,1.0,1.0,1.0,11,25,25,8,35,16,30,32,29,34,37,30,21,25,36,32,4.0,37.0,35.0,38.0,28.0,64.0,31.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2972972972972973,0.7142857142857143,0.6578947368421053,0.2857142857142857,0.546875,0.5161290322580645,0.4166666666666667,0.5714285714285714,0.0,0.4461538461538462,0.0,0.5074626865671642,0.5873015873015873,0.4545454545454545,0.4883720930232558,0.8333333333333334,0.5294117647058824,0.5079365079365079,41.0,,27.0,31.0,27.0,,81.0,82.0,68.0,52.0,76.0,77.0,64.0,59.0,67.0,71.0,73.0,3.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,3.0,84.0,5.25,3.6999999999999993,0,0.0,9.3,-0.1,-4.6,-4.0,-0.6,0.018556478584529,0.497,0.387,0.265,-0.3,-0.4,L (-10),L (-10)
