Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Cam Reddish,Shared Games with Derrick Rose,Shared Games with Evan Fournier,Shared Games with Immanuel Quickley,Shared Games with Isaiah Hartenstein,Shared Games with Jericho Sims,Shared Games with Julius Randle,Shared Games with Miles McBride,Shared Games with Mitchell Robinson,Shared Games with Obi Toppin,Shared Games with Quentin Grimes,Shared Games with RJ Barrett,Shared Games with Ryan Arcidiacono,Shared Games with Svi Mykhailiuk,Shared Games with Trevor Keels,Cam Reddish,DaQuan Jeffries,Derrick Rose,Evan Fournier,Feron Hunt,Immanuel Quickley,Isaiah Hartenstein,Jericho Sims,Julius Randle,Miles McBride,Mitchell Robinson,Obi Toppin,Quentin Grimes,RJ Barrett,Ryan Arcidiacono,Svi Mykhailiuk,Trevor Keels,co_inf with Cam Reddish,co_inf with DaQuan Jeffries,co_inf with Derrick Rose,co_inf with Evan Fournier,co_inf with Feron Hunt,co_inf with Immanuel Quickley,co_inf with Isaiah Hartenstein,co_inf with Jericho Sims,co_inf with Julius Randle,co_inf with Miles McBride,co_inf with Mitchell Robinson,co_inf with Obi Toppin,co_inf with Quentin Grimes,co_inf with RJ Barrett,co_inf with Ryan Arcidiacono,co_inf with Svi Mykhailiuk,co_inf with Trevor Keels,Shared Games with Moses Brown,Shared Games with Josh Hart,Blake Griffin,Duane Washington Jr.,Isaiah Roby,Josh Hart,co_inf with Blake Griffin,co_inf with Duane Washington Jr.,co_inf with Isaiah Roby,co_inf with Josh Hart,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,11,2022-11-09,26-070,NYK,@,BRK,L (-27),1,30:58,4.0,14.0,.286,1.0,5.0,.200,5,5.0,1.000,1.0,3.0,4.0,2.0,0.0,0.0,3.0,0.0,14.0,5.8,-22,9.0,3.0,0.3333333333333333,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,-2.0,43.0,2.5294117647058822,3.799999999999999,41.8,2.4588235294117644
11,12,12,2022-11-11,26-072,NYK,,DET,W (+9),1,32:41,8.0,16.0,.500,2.0,5.0,.400,8,8.0,1.000,0.0,1.0,1.0,7.0,4.0,0.0,0.0,3.0,26.0,26.0,+8,11.0,6.0,0.5454545454545454,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,14.0,62.0,3.647058823529412,22.8,71.5,4.205882352941177
12,13,13,2022-11-13,26-074,NYK,,OKC,L (-10),1,23:58,5.0,9.0,.556,0.0,2.0,.000,7,7.0,1.000,0.0,1.0,1.0,7.0,3.0,0.0,1.0,2.0,17.0,19.1,-20,7.0,5.0,0.7142857142857143,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,11.0,58.0,3.411764705882353,16.299999999999997,59.8,3.5176470588235293
13,14,14,2022-11-15,26-076,NYK,@,UTA,W (+7),1,34:24,10.0,20.0,.500,1.0,4.0,.250,4,4.0,1.000,1.0,2.0,3.0,8.0,3.0,0.0,4.0,5.0,25.0,18.9,+9,16.0,9.0,0.5625,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,11.0,73.0,4.294117647058823,17.299999999999997,68.4,4.023529411764706
14,15,15,2022-11-16,26-077,NYK,@,DEN,W (+3),1,31:07,7.0,13.0,.538,2.0,4.0,.500,5,5.0,1.000,0.0,5.0,5.0,7.0,0.0,0.0,1.0,2.0,21.0,19.3,+1,9.0,5.0,0.5555555555555556,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,14.0,59.0,3.4705882352941178,17.3,65.39999999999999,3.8470588235294114
15,16,16,2022-11-18,26-079,NYK,@,GSW,L (-10),1,31:41,2.0,13.0,.154,1.0,5.0,.200,8,8.0,1.000,0.0,5.0,5.0,4.0,2.0,0.0,2.0,1.0,13.0,8.6,-5,8.0,1.0,0.125,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,1.0,56.0,3.294117647058824,5.400000000000001,60.8,3.576470588235294
16,17,17,2022-11-20,26-081,NYK,@,PHO,L (-21),1,29:17,11.0,21.0,.524,2.0,4.0,.500,3,4.0,.750,1.0,2.0,3.0,3.0,0.0,1.0,1.0,1.0,27.0,19.0,-22,17.0,9.0,0.5294117647058824,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,8.0,61.0,3.588235294117647,17.800000000000008,60.39999999999998,3.5529411764705867
17,18,18,2022-11-21,26-082,NYK,@,OKC,W (+10),1,34:15,14.0,20.0,.700,1.0,6.0,.167,5,6.0,.833,0.0,0.0,0.0,9.0,1.0,0.0,2.0,1.0,34.0,30.1,+5,14.0,13.0,0.9285714285714286,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,16.0,85.0,5.0,28.1,75.39999999999998,4.435294117647057
18,19,19,2022-11-25,26-086,NYK,,POR,L (-3),1,41:18,10.0,22.0,.455,3.0,8.0,.375,9,9.0,1.000,1.0,4.0,5.0,4.0,0.0,0.0,1.0,5.0,32.0,22.3,-6,14.0,7.0,0.5,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,9.0,84.0,4.941176470588236,18.700000000000003,79.29999999999998,4.664705882352941
19,20,20,2022-11-27,26-088,NYK,,MEM,L (-4),1,35:35,8.0,20.0,.400,3.0,5.0,.600,11,12.0,.917,1.0,4.0,5.0,9.0,1.0,0.0,2.0,5.0,30.0,24.0,-1,15.0,5.0,0.3333333333333333,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,11.0,74.0,4.352941176470588,19.600000000000005,75.30000000000001,4.429411764705883
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,,0.0,0.0,0.0,0.0,0.0
21,21,21,2022-11-29,26-090,NYK,@,DET,W (+30),1,18:15,6.0,8.0,.750,2.0,2.0,1.000,2,2.0,1.000,1.0,0.0,1.0,5.0,1.0,0.0,1.0,4.0,16.0,15.4,+15,6.0,4.0,0.6666666666666666,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,12.0,111.0,6.529411764705882,14.6,114.1,6.711764705882352
22,22,22,2022-11-30,26-091,NYK,,MIL,L (-6),1,34:03,8.0,22.0,.364,0.0,4.0,.000,1,4.0,.250,1.0,4.0,5.0,5.0,1.0,1.0,1.0,1.0,17.0,9.3,-2,18.0,8.0,0.4444444444444444,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,2.0,58.0,3.411764705882353,8.899999999999999,57.5,3.3823529411764706
23,23,23,2022-12-03,26-094,NYK,,DAL,L (-21),1,27:27,5.0,11.0,.455,2.0,3.0,.667,1,2.0,.500,0.0,2.0,2.0,3.0,0.0,0.0,3.0,2.0,13.0,5.8,-26,8.0,3.0,0.375,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,2.0,60.0,3.5294117647058822,5.399999999999999,57.5,3.3823529411764706
24,24,24,2022-12-04,26-095,NYK,,CLE,W (+11),1,32:16,7.0,16.0,.438,2.0,4.0,.500,7,8.0,.875,0.0,2.0,2.0,4.0,0.0,1.0,3.0,1.0,23.0,14.9,+3,12.0,5.0,0.4166666666666667,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,3.0,59.0,3.4705882352941178,12.100000000000003,55.39999999999999,3.2588235294117642
25,25,25,2022-12-07,26-098,NYK,,ATL,W (+24),1,26:00,2.0,14.0,.143,0.0,2.0,.000,4,4.0,1.000,1.0,3.0,4.0,6.0,2.0,0.0,4.0,3.0,8.0,1.6,+9,12.0,2.0,0.1666666666666666,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,-2.0,105.0,6.176470588235294,2.664535259100376e-15,93.0,5.470588235294118
26,26,26,2022-12-09,26-100,NYK,@,CHO,W (+19),1,27:28,3.0,13.0,.231,1.0,4.0,.250,4,4.0,1.000,0.0,1.0,1.0,11.0,1.0,0.0,2.0,3.0,11.0,8.9,+13,9.0,2.0,0.2222222222222222,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,5.0,103.0,6.0588235294117645,7.300000000000001,95.59999999999998,5.6235294117647046
27,27,27,2022-12-11,26-102,NYK,,SAC,W (+13),1,27:03,7.0,14.0,.500,0.0,2.0,.000,4,4.0,1.000,1.0,2.0,3.0,3.0,2.0,0.0,5.0,1.0,18.0,11.0,+17,12.0,7.0,0.5833333333333334,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,3.0,92.0,5.411764705882353,9.400000000000006,76.70000000000002,4.511764705882354
28,28,28,2022-12-14,26-105,NYK,@,CHI,W (+8),1,39:24,11.0,21.0,.524,3.0,6.0,.500,5,5.0,1.000,0.0,2.0,2.0,7.0,1.0,0.0,2.0,2.0,30.0,23.4,+1,15.0,8.0,0.5333333333333333,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,12.0,87.0,5.117647058823529,21.4,80.3,4.723529411764706
