Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Cam Reddish,Shared Games with Derrick Rose,Shared Games with Evan Fournier,Shared Games with Immanuel Quickley,Shared Games with Isaiah Hartenstein,Shared Games with Jericho Sims,Shared Games with Julius Randle,Shared Games with Miles McBride,Shared Games with Mitchell Robinson,Shared Games with Obi Toppin,Shared Games with Quentin Grimes,Shared Games with RJ Barrett,Shared Games with Ryan Arcidiacono,Shared Games with Svi Mykhailiuk,Shared Games with Trevor Keels,Cam Reddish,DaQuan Jeffries,Derrick Rose,Evan Fournier,Feron Hunt,Immanuel Quickley,Isaiah Hartenstein,Jericho Sims,Julius Randle,Miles McBride,Mitchell Robinson,Obi Toppin,Quentin Grimes,RJ Barrett,Ryan Arcidiacono,Svi Mykhailiuk,Trevor Keels,co_inf with Cam Reddish,co_inf with DaQuan Jeffries,co_inf with Derrick Rose,co_inf with Evan Fournier,co_inf with Feron Hunt,co_inf with Immanuel Quickley,co_inf with Isaiah Hartenstein,co_inf with Jericho Sims,co_inf with Julius Randle,co_inf with Miles McBride,co_inf with Mitchell Robinson,co_inf with Obi Toppin,co_inf with Quentin Grimes,co_inf with RJ Barrett,co_inf with Ryan Arcidiacono,co_inf with Svi Mykhailiuk,co_inf with Trevor Keels,Shared Games with Moses Brown,Shared Games with Josh Hart,Blake Griffin,Duane Washington Jr.,Isaiah Roby,Josh Hart,co_inf with Blake Griffin,co_inf with Duane Washington Jr.,co_inf with Isaiah Roby,co_inf with Josh Hart,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
60,59,55,2023-02-13,26-166,NYK,,BRK,W (+18),1,35:40,15.0,21.0,.714,6.0,9.0,.667,4,8.0,.500,1.0,1.0,2.0,5.0,0.0,1.0,0.0,3.0,40.0,33.7,+23,12.0,9.0,0.75,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,19.0,52.0,3.0588235294117645,32.099999999999994,46.29999999999999,2.723529411764705
61,60,56,2023-02-15,26-168,NYK,@,ATL,W (+21),1,38:20,10.0,19.0,.526,1.0,6.0,.167,7,8.0,.875,1.0,8.0,9.0,5.0,0.0,0.0,5.0,1.0,28.0,19.5,+22,13.0,9.0,0.6923076923076923,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,10.0,56.0,3.294117647058824,16.700000000000006,58.899999999999984,3.4647058823529404
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,,0.0,0.0,0.0,0.0,0.0
63,61,57,2023-02-24,26-177,NYK,@,WAS,W (+6),1,38:45,6.0,20.0,.300,0.0,3.0,.000,1,1.0,1.000,1.0,3.0,4.0,9.0,1.0,0.0,1.0,2.0,13.0,8.5,+7,17.0,6.0,0.3529411764705882,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,5.0,71.0,4.176470588235294,8.1,87.8,5.164705882352941
64,62,58,2023-02-25,26-178,NYK,,NOP,W (+22),1,31:34,5.0,13.0,.385,3.0,7.0,.429,7,9.0,.778,0.0,2.0,2.0,5.0,0.0,0.0,3.0,2.0,20.0,12.4,+17,6.0,2.0,0.3333333333333333,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,2.0,85.0,5.0,9.6,82.79999999999998,4.870588235294116
65,63,59,2023-02-27,26-180,NYK,,BOS,W (+15),1,39:32,4.0,12.0,.333,0.0,4.0,.000,9,12.0,.750,0.0,4.0,4.0,3.0,1.0,0.0,1.0,0.0,17.0,12.3,+21,8.0,4.0,0.5,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,0.0,56.0,3.294117647058824,8.7,62.3,3.664705882352941
66,64,60,2023-03-01,26-182,NYK,,BRK,W (+24),1,36:12,15.0,18.0,.833,5.0,6.0,.833,4,4.0,1.000,0.0,5.0,5.0,6.0,0.0,0.0,3.0,2.0,39.0,34.3,+23,12.0,10.0,0.8333333333333334,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,25.0,70.0,4.117647058823529,32.7,76.39999999999999,4.494117647058823
67,65,61,2023-03-03,26-184,NYK,@,MIA,W (+2),1,34:53,9.0,14.0,.643,3.0,7.0,.429,4,6.0,.667,0.0,2.0,2.0,8.0,2.0,0.0,1.0,2.0,25.0,24.4,-1,7.0,6.0,0.8571428571428571,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,16.0,65.0,3.823529411764706,22.800000000000008,74.5,4.382352941176471
68,66,,2023-03-05,26-186,NYK,@,BOS,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,,75.0,4.411764705882353,0.0,86.7,5.1000000000000005
69,67,,2023-03-07,26-188,NYK,,CHO,L (-7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,,73.0,4.294117647058823,0.0,77.5,4.5588235294117645
70,68,62,2023-03-09,26-190,NYK,@,SAC,L (-5),1,19:25,6.0,12.0,.500,3.0,5.0,.600,4,5.0,.800,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,19.0,13.6,-12,7.0,3.0,0.4285714285714285,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,5.0,55.0,3.235294117647059,12.0,59.69999999999999,3.5117647058823525
71,69,,2023-03-11,26-192,NYK,@,LAC,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,,58.0,3.411764705882353,0.0,62.6,3.682352941176471
72,70,,2023-03-12,26-193,NYK,@,LAL,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,,81.0,4.764705882352941,0.0,93.1,5.476470588235294
73,71,,2023-03-14,26-195,NYK,@,POR,W (+16),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,,96.0,5.647058823529412,0.0,101.0,5.9411764705882355
74,72,63,2023-03-18,26-199,NYK,,DEN,W (+6),1,31:49,9.0,20.0,.450,2.0,5.0,.400,4,4.0,1.000,0.0,2.0,2.0,5.0,0.0,0.0,1.0,2.0,24.0,15.9,-5,15.0,7.0,0.4666666666666667,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,6.0,63.0,3.7058823529411766,14.3,71.99999999999999,4.235294117647058
75,73,64,2023-03-20,26-201,NYK,,MIN,L (-6),1,36:43,9.0,18.0,.500,1.0,3.0,.333,4,4.0,1.000,0.0,2.0,2.0,10.0,2.0,0.0,2.0,4.0,23.0,20.0,-8,15.0,8.0,0.5333333333333333,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,13.0,60.0,3.5294117647058822,18.4,79.19999999999999,4.658823529411764
76,74,65,2023-03-22,26-203,NYK,@,MIA,L (-7),1,37:26,10.0,16.0,.625,2.0,6.0,.333,3,5.0,.600,1.0,5.0,6.0,6.0,1.0,0.0,5.0,3.0,25.0,18.2,-4,10.0,8.0,0.8,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,12.0,63.0,3.7058823529411766,17.000000000000007,65.3,3.841176470588235
77,75,,2023-03-23,26-204,NYK,@,ORL,L (-5),Did Not Dress,Did Not Dress,0.0,0.0,Did Not Dress,,,Did Not Dress,Did Not Dress,0.0,Did Not Dress,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Dress,Did Not Dress,,,,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,,76.0,4.470588235294118,0.0,87.7,5.158823529411765
78,76,,2023-03-27,26-208,NYK,,HOU,W (+22),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,,108.0,6.352941176470588,0.0,125.2,7.364705882352942
79,77,66,2023-03-29,26-210,NYK,,MIA,W (+9),1,30:08,5.0,11.0,.455,1.0,3.0,.333,1,1.0,1.000,0.0,2.0,2.0,3.0,0.0,0.0,3.0,2.0,12.0,5.2,+9,8.0,4.0,0.5,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,2.0,62.0,3.647058823529412,4.8,68.6,4.035294117647059
80,78,67,2023-03-31,26-212,NYK,@,CLE,W (+14),1,37:36,18.0,32.0,.563,7.0,12.0,.583,5,8.0,.625,2.0,2.0,4.0,9.0,0.0,0.0,2.0,1.0,48.0,37.5,+3,20.0,11.0,0.55,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,19.0,78.0,4.588235294117647,35.5,66.89999999999999,3.935294117647058
81,79,68,2023-04-02,26-214,NYK,,WAS,W (+9),1,39:12,11.0,20.0,.550,1.0,3.0,.333,4,5.0,.800,0.0,3.0,3.0,8.0,3.0,0.0,5.0,2.0,27.0,20.7,+19,17.0,10.0,0.5882352941176471,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,11.0,96.0,5.647058823529412,19.1,92.4,5.435294117647059
82,80,,2023-04-05,26-217,NYK,@,IND,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,,94.0,5.529411764705882,0.0,109.5,6.4411764705882355
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,,0.0,0.0,0.0,0.0,0.0
84,81,,2023-04-07,26-219,NYK,@,NOP,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,,78.0,4.588235294117647,0.0,79.30000000000001,4.6647058823529415
85,82,,2023-04-09,26-221,NYK,,IND,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,20,24,21,67,68,45,66,50,47,56,57,62,10,13,3,40.0,,27.0,27.0,,81.0,82.0,52.0,77.0,64.0,59.0,67.0,71.0,73.0,20.0,32.0,3.0,0.5,,0.8888888888888888,0.7777777777777778,,0.8271604938271605,0.8292682926829268,0.8653846153846154,0.8571428571428571,0.78125,0.7966101694915254,0.835820895522388,0.8028169014084507,0.8493150684931506,0.5,0.40625,1.0,14,16,41.0,31.0,42.0,76.0,0.0,0.0,0.0,0.2105263157894736,17,,75.0,4.411764705882353,0.0,93.3,5.488235294117647
