Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alperen Şengün,Shared Games with Boban Marjanović,Shared Games with Bruno Fernando,Shared Games with Darius Days,Shared Games with Eric Gordon,Shared Games with Garrison Mathews,Shared Games with Jabari Smith Jr.,Shared Games with Jae'Sean Tate,Shared Games with Jalen Green,Shared Games with Josh Christopher,Shared Games with Kenyon Martin Jr.,Shared Games with Kevin Porter Jr.,Shared Games with Tari Eason,Shared Games with Trevor Hudgins,Shared Games with TyTy Washington Jr.,Shared Games with Usman Garuba,Alperen Şengün,Boban Marjanović,Bruno Fernando,Darius Days,Eric Gordon,Garrison Mathews,Jabari Smith Jr.,Jae'Sean Tate,Jalen Green,Josh Christopher,Kenyon Martin Jr.,Kevin Porter Jr.,Tari Eason,Trevor Hudgins,TyTy Washington Jr.,Usman Garuba,Willie Cauley-Stein,co_inf with Alperen Şengün,co_inf with Boban Marjanović,co_inf with Bruno Fernando,co_inf with Darius Days,co_inf with Eric Gordon,co_inf with Garrison Mathews,co_inf with Jabari Smith Jr.,co_inf with Jae'Sean Tate,co_inf with Jalen Green,co_inf with Josh Christopher,co_inf with Kenyon Martin Jr.,co_inf with Kevin Porter Jr.,co_inf with Tari Eason,co_inf with Trevor Hudgins,co_inf with TyTy Washington Jr.,co_inf with Usman Garuba,co_inf with Willie Cauley-Stein,Shared Games with Frank Kaminsky,Shared Games with Justin Holiday,Frank Kaminsky,Jarrett Culver,John Wall,co_inf with Frank Kaminsky,co_inf with John Wall,co_inf with Jarrett Culver,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
10,11,9,2022-11-07,20-267,HOU,@,ORL,W (+7),0,11:06,1.0,3.0,.333,1.0,2.0,.500,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,1.9,0,1.0,0.0,0.0,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,2.0,72.0,4.0,1.9,82.10000000000001,4.561111111111112
11,12,10,2022-11-09,20-269,HOU,@,TOR,L (-7),0,7:33,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,3.0,3.6,+1,0.0,0.0,,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,4.0,79.0,4.388888888888889,3.6000000000000005,78.29999999999998,4.349999999999999
12,13,11,2022-11-12,20-272,HOU,@,NOP,L (-13),0,11:17,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,3.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,2.0,+13,0.0,0.0,,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,5.0,60.0,3.333333333333333,2.0,60.3,3.3499999999999996
13,14,12,2022-11-14,20-274,HOU,,LAC,L (-16),0,15:05,1.0,3.0,.333,1.0,3.0,.333,0,0.0,,0.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,3.0,3.0,-13,0.0,0.0,,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,4.0,46.0,2.555555555555556,3.0,66.0,3.6666666666666665
14,15,13,2022-11-16,20-276,HOU,@,DAL,W (+9),0,11:30,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,0.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,3.0,3.6,-7,0.0,0.0,,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,5.0,87.0,4.833333333333333,3.5999999999999988,72.5,4.027777777777778
15,16,14,2022-11-18,20-278,HOU,,IND,L (-8),0,24:36,1.0,5.0,.200,1.0,3.0,.333,0,0.0,,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,-0.2,-16,2.0,0.0,0.0,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,0.0,20.0,1.1111111111111112,-0.1999999999999997,26.8,1.488888888888889
16,17,15,2022-11-20,20-280,HOU,,GSW,L (-7),0,13:15,0.0,3.0,.000,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,1.7,+7,1.0,0.0,0.0,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,3.0,84.0,4.666666666666667,1.7000000000000002,84.70000000000002,4.705555555555557
17,18,16,2022-11-25,20-285,HOU,,ATL,W (+6),0,16:10,0.0,2.0,.000,0.0,1.0,.000,2,4.0,.500,0.0,3.0,3.0,2.0,2.0,0.0,3.0,3.0,2.0,-0.1,+8,1.0,0.0,0.0,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,0.0,69.0,3.8333333333333335,-0.8999999999999999,70.49999999999999,3.916666666666666
18,19,17,2022-11-26,20-286,HOU,,OKC,W (+13),0,14:40,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,-0.7,-4,0.0,0.0,,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,0.0,70.0,3.888888888888889,-0.7,71.2,3.9555555555555557
19,20,18,2022-11-28,20-288,HOU,@,DEN,L (-16),0,18:31,2.0,3.0,.667,1.0,2.0,.500,2,2.0,1.000,0.0,1.0,1.0,4.0,0.0,0.0,1.0,2.0,7.0,7.0,-3,1.0,1.0,1.0,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,6.0,54.0,3.0,6.199999999999999,60.5,3.361111111111111
20,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,,0.0,0.0,0.0,0.0,0.0
21,21,19,2022-11-30,20-290,HOU,@,DEN,L (-20),0,15:57,3.0,7.0,.429,1.0,5.0,.200,0,0.0,,1.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,7.0,5.0,-6,2.0,2.0,1.0,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,4.0,50.0,2.7777777777777777,4.999999999999999,54.59999999999999,3.0333333333333328
22,22,20,2022-12-02,20-292,HOU,@,PHO,W (+1),0,15:38,1.0,2.0,.500,0.0,0.0,,1,1.0,1.000,2.0,3.0,5.0,5.0,1.0,0.0,0.0,1.0,3.0,8.4,+4,2.0,1.0,0.5,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,11.0,38.0,2.111111111111111,7.999999999999998,53.3,2.961111111111111
23,23,21,2022-12-03,20-293,HOU,@,GSW,L (-19),0,19:32,2.0,8.0,.250,1.0,6.0,.167,1,2.0,.500,2.0,2.0,4.0,4.0,0.0,0.0,3.0,1.0,6.0,2.2,-5,2.0,1.0,0.5,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,1.0,50.0,2.7777777777777777,1.799999999999998,55.9,3.1055555555555556
24,24,22,2022-12-05,20-295,HOU,,PHI,W (+9),0,14:03,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,-4,1.0,0.0,0.0,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,1.0,53.0,2.9444444444444446,-3.3306690738754696e-16,65.29999999999998,3.627777777777777
25,25,23,2022-12-08,20-298,HOU,@,SAS,L (-9),0,18:18,2.0,8.0,.250,0.0,4.0,.000,4,4.0,1.000,2.0,2.0,4.0,5.0,1.0,0.0,1.0,3.0,8.0,7.5,+2,4.0,2.0,0.5,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,5.0,53.0,2.9444444444444446,5.900000000000001,55.6,3.088888888888889
26,26,24,2022-12-11,20-301,HOU,,MIL,W (+5),0,12:16,2.0,4.0,.500,1.0,3.0,.333,0,0.0,,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,5.0,7.1,+2,1.0,1.0,1.0,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,7.0,57.0,3.1666666666666665,7.099999999999999,57.6,3.2
27,27,25,2022-12-13,20-303,HOU,,PHO,W (+14),0,14:45,2.0,3.0,.667,2.0,3.0,.667,2,2.0,1.000,0.0,4.0,4.0,1.0,1.0,0.0,4.0,0.0,8.0,5.6,-8,0.0,0.0,,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,5.0,59.0,3.2777777777777777,4.799999999999999,58.29999999999999,3.2388888888888885
28,28,,2022-12-15,20-305,HOU,,MIA,L (-3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,51,26,21,1,33,32,56,13,51,44,57,43,57,3,19,54,75.0,31.0,39.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.68,0.8387096774193549,0.5384615384615384,0.25,0.4782608695652174,0.5925925925925926,0.7088607594936709,0.4193548387096774,0.6710526315789473,0.6875,0.6951219512195121,0.7288135593220338,0.6951219512195121,0.6,0.6129032258064516,0.72,,7,20,36.0,10.0,34.0,0.1944444444444444,0.0,0.0,18,,71.0,3.9444444444444446,0.0,78.89999999999999,4.383333333333333
