Player,SUMMARY,G,PTS,TRB,AST,FG%,FG3%,FT%,eFG%,PER,WS
Michael Anderson,Career,36,5.7,2.5,4.3,41.7,14.3,69.5,42,10.5,0.2
Nick Anderson,Career,800,14.4,5.1,2.6,44.6,35.6,66.7,50,15.8,55.3
Richard Anderson,Career,407,5.6,3.5,1.5,41.2,33.3,76.2,44.6,12.3,7.6
Ron Anderson,Career,664,10.6,3.5,1.4,47.1,28.7,81.4,47.9,14.3,24.2
Ryan Anderson,Career,649,12.3,5.3,0.9,42.2,38,85.4,52.3,16.5,46.7
Shandon Anderson,Career,719,7.4,3.1,1.4,45.7,31.6,73.9,49.2,11.7,23.6
Willie Anderson,Career,555,12.2,3.8,3.8,47.1,26.6,78.6,47.9,13.8,27.9
Wally Anderzunas,Career,44,3.6,1.9,0.2,39.2,,63,,8.8,-0.2
Martynas Andriu?kevi?ius,Career,6,0,0.7,0,0,-,-,0,15.5,0
Don Anielak,Career,1,3,2,0,0,,75,,1.8,-0.1
Ike Anigbogu,Career,14,0.9,0.9,0.1,33.3,-,83.3,33.3,17,0
Michael Ansley,Career,149,6.9,4.2,0.4,51.3,-,72.2,51.3,17,6.4
Chris Anstey,Career,155,5.2,3.4,0.8,41.3,13.8,75.5,41.6,13.2,2.8
Kostas Antetokounmpo,Career,22,1,1,0.1,37.5,-,47.4,37.5,3.6,-0.2
Carmelo Anthony,Career,1260,22.5,6.2,2.7,44.7,35.5,81.4,48.5,19.5,108.5
Greg Anthony,Career,757,7.3,1.9,4,40.3,34.9,73.3,46.7,14.5,35.9
Joel Anthony,Career,490,2.2,2.8,0.2,51.3,-,66.2,51.3,9.7,15.3
Pero Anti?,Career,113,6.3,3.5,0.9,39.2,31.4,73,48.3,10.6,3
Keith Appling,Career,5,1.2,0.2,0.2,25,0,100,25,-4.8,-0.1
Rafael Ara¨²jo,Career,139,2.8,2.8,0.3,40.5,25,67.9,40.6,6.3,-0.4
Stacey Arceneaux,Career,7,7.1,4.6,0.6,39.3,,46.2,,10.5,-0.1
Robert Archibald,Career,44,1.2,1.6,0.4,28.3,-,42.9,28.3,4.9,0
Tiny Archibald,Career,876,18.8,2.3,7.4,46.7,22.4,81,46.8,18,83.4
Jim Ard,Career,431,4.4,4.3,0.6,40.2,23.5,66.2,40.3,10.6,4
Gilbert Arenas,Career,552,20.7,3.9,5.3,42.1,35.1,80.3,48.2,19.6,51.3
Trevor Ariza,Career,1118,10.4,4.8,2.1,42.2,35.1,73.1,50.4,13.1,64.3
Paul Arizin,Career,713,22.8,8.6,2.3,42.1,,81,,19.8,108.8
Joe Arlauckas,Career,9,3.8,1.4,0.9,32.6,-,75,32.6,7.9,-0.1
B.J. Armstrong,Career,747,9.8,1.8,3.3,47.7,42.5,85.6,51.3,14.5,45
Bob Armstrong,Career,19,1.5,2.1,0.2,29.7,,50,,7.8,-0.1
Brandon Armstrong,Career,108,2.2,0.6,0.2,35.2,33.3,60,39.5,4.9,-0.6
Curly Armstrong,Career,153,6.8,2.3,2.3,29.5,,69.2,,-,7.1
Darrell Armstrong,Career,840,9.2,2.7,4,40.9,33.4,87.1,48,16.3,49.8
Hilton Armstrong,Career,292,3,2.6,0.3,50.1,28.6,58.2,50.2,9.9,3.9
Tate Armstrong,Career,92,3.8,1,1.1,45.4,,80,,9.9,0.3
Jesse Arnelle,Career,31,4.7,5.5,0.6,31.7,,62.3,,12.6,0
Jay Arnette,Career,114,3.7,1,1.2,36.5,,76,,7.7,0.1
Bob Arnzen,Career,111,4,2,0.3,46.5,20,80,46.6,13.6,1.4
Carlos Arroyo,Career,569,6.6,1.7,3.1,43.8,33.8,80.6,45.9,13.4,20.1
Darrell Arthur,Career,503,6.5,3.5,0.8,44.4,35.2,76.5,47,12.2,12.3
John Arthurs,Career,11,3.2,1.3,1.5,34.3,,73.3,,11.3,0
Jamel Artis,Career,15,5.1,2.5,1.2,39.2,27.6,58.3,44.3,6.9,0
?mer A??k,Career,471,5.3,7.1,0.6,52.8,0,55.1,52.8,13.4,20.9
Vincent Askew,Career,467,7.1,2.5,2.2,47.9,30,75.4,49.4,12.6,22.1
Keith Askins,Career,486,3.8,2.9,0.8,40.1,35.5,71.7,48.3,9.2,14.5
Don Asmonga,Career,7,0.7,0.1,0.7,13.3,,100,,-7.6,-0.3
Dick Atha,Career,43,3.2,1.5,1.2,39.3,,79.5,,10.5,0.6
Chucky Atkins,Career,696,9.9,1.7,3.4,41.2,36.4,77.2,48.9,13.1,27.9
Al Attles,Career,711,8.9,3.5,3.5,45.1,,63.2,,11.3,36.5
Chet Aubuchon,Career,30,2.2,-,0.7,25.3,,54.3,,-,1.2
Stacey Augmon,Career,1001,8,3.2,1.6,46.9,15.2,72.8,47,13.7,43.8
D.J. Augustin,Career,976,9.5,1.8,3.9,41.2,38.1,86.7,49.9,14,47.7
James Augustine,Career,27,1.6,1.2,0.1,51.4,-,50,51.4,11.1,0.3
Isaac Austin,Career,432,7.6,4.7,1.2,44.6,17.6,67,44.8,13,9.2
Johnny Austin,Career,45,7.6,1.6,1.4,37.5,0,73.1,37.5,9.3,0.9
Ken Austin,Career,7,1.7,0.4,0.1,46.2,-,-,46.2,5.6,0
Anthony Avent,Career,352,5.6,4.5,0.8,40.3,0,68.6,40.3,8.8,0.3
Bird Averitt,Career,366,12.1,1.9,2.9,40.5,24.9,74.3,41.2,12.5,3.9
William Avery,Career,142,2.7,0.7,1.4,33,25.5,71.4,37.8,7.3,-0.9
Dennis Awtrey,Career,733,4.8,4.6,2,45.9,-,65.2,45.9,10.5,22.4
Joel Ayayi,Career,7,0.3,0.4,0.6,16.7,0,-,16.7,3.4,0
Gustavo Ay¨®n,Career,135,4.7,4.4,1.3,53.6,0,50.4,53.6,14.7,5.1
Jeff Ayres,Career,237,2.9,2.7,0.4,55.3,40,77.6,55.5,12.4,6.3
Kelenna Azubuike,Career,208,10.5,4,1.1,45.9,40.9,77,51.9,14.3,9.3
Chris Babb,Career,14,1.6,1.2,0.2,26.7,22.2,-,36.7,3.7,0
Luke Babbitt,Career,381,4.8,2.2,0.6,40.8,40.2,74.7,53.2,10.1,7.2
Milo? Babi?,Career,21,1.8,1,0.5,37.5,-,65,37.5,10.9,-0.1
Johnny Bach,Career,34,3.5,-,0.7,28.6,,68,,-,0.8
Dwayne Bacon,Career,207,7.3,2.6,1.1,40.2,31.4,78,44.7,8.9,0.8
Henry Bacon,Career,47,3.5,1.7,0.8,36.6,20,60.3,37.2,4.3,-0.1
Jim Baechtold,Career,321,9.7,3.1,2.1,38.8,,78.3,,13.2,14.8
Dalibor Bagari?,Career,95,2.6,2.5,0.4,36.1,0,55.9,36.1,7,-0.9
John Bagley,Career,665,8.7,2.6,6,43.7,24.1,77.9,44.8,13,16.6
Carl Bailey,Career,1,2,0,0,100,-,-,100,-6.8,0
Gus Bailey,Career,147,2.6,1.7,1.1,40.6,100,51,40.8,11.3,0.8
James Bailey,Career,595,8.8,5,0.8,48.4,7.7,70.3,48.4,13,16.3
Thurl Bailey,Career,928,12.8,5.1,1.4,47.3,11.4,81.2,47.3,14.3,45
Toby Bailey,Career,73,3.3,1.7,0.6,40.7,20,69.2,41.4,11,1
Cameron Bairstow,Career,36,1.2,1,0.2,29.6,20,84.6,30.6,5,-0.1
Jimmie Baker,Career,5,1.2,2.8,0.8,20,-,0,20,-3.2,-0.2
Mark Baker,Career,1,0,0,0,0,-,-,0,-46.6,-0.1
Maurice Baker,Career,5,0,0.4,0.2,0,-,-,0,-0.2,0
Norm Baker,Career,4,0,-,0,0,,-,,-,0
Ron Baker,Career,96,3.1,1.4,1.8,35.8,26.5,70.7,41.7,7.4,0.2
Vin Baker,Career,791,15,7.4,1.9,48.5,21.5,63.8,48.7,16.3,47
Wade Baldwin,Career,56,3.1,1.2,1.4,35.5,25,77.6,38.2,7.1,-0.3
Renaldo Balkman,Career,221,4,3.5,0.6,51,17.2,54.2,51.8,14.3,7.2
Cedric Ball,Career,7,1.1,1.6,0,37.5,-,100,37.5,10.8,0
Lonzo Ball,Career,252,11.9,5.7,6.2,40,36.4,57.8,50.7,13.4,11.4
Greg Ballard,Career,802,12.4,6.1,2.2,47.2,33.8,78.7,47.7,15.7,54
Herschel Baltimore,Career,58,2.4,-,0.3,20.2,,46.4,,-,0.3
Gene Banks,Career,468,11.3,5.8,2.9,53.9,4.3,73,53.9,15.1,31.2
Marcus Banks,Career,348,5.9,1.5,2.1,43.2,32.7,76.8,46.9,12.2,6.6
Walker Banks,Career,16,2.6,3.1,0.5,50,-,41.2,50,6.4,0.2
Ken Bannister,Career,253,5.9,3.5,0.4,48.8,0,49.2,48.8,8.9,0.6
Mike Bantom,Career,706,12.1,6.4,2.3,46.8,20,69.2,46.8,14.3,34.8
Cat Barber,Career,3,0,1,1,0,-,0,0,-11.2,-0.1
John Barber,Career,5,1.4,1.2,0,25,,50,,4.2,0
Leandro Barbosa,Career,850,10.6,2,2.1,45.9,38.7,82.1,52.6,15.1,37.4
Steve Bardo,Career,33,2.2,1.8,1.3,32.9,10,69.6,33.5,8.1,-0.1
J.J. Barea,Career,831,8.9,2.1,3.9,42.4,35.2,79.4,48.5,14.5,23.8
Andrea Bargnani,Career,550,14.3,4.6,1.2,43.9,35.4,82.4,48.6,14.4,18.9
Cliff Barker,Career,149,3.7,1.8,2,31.6,,66.2,,10.8,2
Tom Barker,Career,98,6.5,5.3,0.8,42.2,,69.2,,10.9,1.3
Charles Barkley,Career,1073,22.1,11.7,3.9,54.1,26.6,73.5,55.8,24.6,177.2
Erick Barkley,Career,27,2.9,0.8,1.5,35.6,26.7,90,37.8,9.9,0.2
Don Barksdale,Career,262,11,8,2.1,37,,66,,15.6,9.1
Harry Barnes,Career,22,2,1.2,0.2,28.1,,53.8,,2.4,-0.4
Jim Barnes,Career,454,8.8,6.5,0.8,42.9,,68.4,,12.5,14.2
Marvin Barnes,Career,315,16,9.1,2.1,48.1,21.4,69.1,48.1,18.1,20.6
Matt Barnes,Career,929,8.2,4.6,1.8,43.6,33.5,74.5,51.3,12.7,42.8
Dick Barnett,Career,971,15.8,2.9,2.8,45.6,,76.1,,14.7,68.7
Jim Barnett,Career,732,11.7,3.1,3,43.5,,79.7,,14.6,33.2
Nate Barnett,Career,12,2.3,0.7,0.7,46.2,0,37.5,46.2,4.9,0
John Barnhill,Career,589,8.6,2.5,2.9,40.6,23.6,65.8,41.6,10.7,12.7
Norton Barnhill,Career,4,1,0.8,0.3,33.3,,-,,4.7,0
Leo Barnhorst,Career,344,9.4,5.4,3.2,36.8,,66.5,,14.2,13.3
John Barr,Career,58,5.1,-,0.9,28.3,,59.5,,-,5
Mike Barr,Career,307,5.9,2.1,2.8,47.9,33.3,75.3,48.2,9.6,6.9
Moe Barr,Career,31,2,0.6,0.9,40.3,,84.6,,11.9,0.1
Andre Barrett,Career,67,3.3,1.1,2,36.9,24.6,72.7,40.5,9.6,0.4
Ernie Barrett,Career,131,4.9,2.6,1.7,36.9,,74.8,,9.3,0.8
Mike Barrett,Career,187,13.4,3.2,3.9,44,31,74.6,46.1,12.4,7.4
Earl Barron,Career,140,4.6,3.5,0.5,37.1,16.7,70.2,37.3,8.6,-0.6
Dana Barros,Career,850,10.5,1.9,3.3,46,41.1,85.8,53.6,16.4,49.6
Brent Barry,Career,912,9.3,3,3.2,46,40.5,82.3,57,15.7,70.5
Drew Barry,Career,60,2.2,1.1,1.9,41.7,38.1,77.4,53.4,9.8,0.6
Jon Barry,Career,821,5.7,1.8,2.2,43.4,39.2,84.8,52.4,14.7,37.2
Rick Barry,Career,1020,24.8,6.7,4.9,45.6,29.7,89.3,46,21,128.9
Ed Bartels,Career,32,4.2,4.9,1,25.1,,53.8,,-,-1.1
Vic Bartolome,Career,38,0.9,1.6,0.1,25.4,,80,,4.4,-0.4
Eddie Basden,Career,19,2.1,1.5,0.4,40.5,14.3,80,41.9,10.3,0.2
Jerry Baskerville,Career,21,1.2,1.3,0.1,30.8,,62.5,,8,0
Brandon Bass,Career,758,8.7,4.5,0.8,49.9,20.7,83.2,50,15.3,42.8
Paris Bass,Career,2,3,2,0,33.3,0,100,33.3,13.9,0
Tim Bassett,Career,473,6.2,6.7,1.2,42.3,28.6,58.8,42.4,10.2,12.9
Maceo Baston,Career,105,2.7,1.7,0.2,61.6,37.5,74,62.5,14.4,2.3
Mengke Bateer,Career,46,3.4,2.5,0.6,39.1,33.3,74.4,40.7,6.4,-0.1
Billy Ray Bates,Career,187,11.7,1.7,1.9,47.4,30.3,79.6,48.3,18.1,6.9
Esteban Batista,Career,70,1.7,2.5,0.2,43.8,0,61.7,43.8,7.9,0.3
Mike Batiste,Career,75,6.4,3.4,0.7,42.2,22.2,78.4,44.1,12.2,0.8
Tony Battie,Career,837,6.1,5.1,0.6,48.8,16.2,69,49,12.6,36.4
Shane Battier,Career,977,8.6,4.2,1.8,43.7,38.4,74.3,52.9,12.6,75.7
John Battle,Career,612,8.7,1.3,2.1,46.4,27.3,79.3,47.1,13.7,17.9
Kenny Battle,Career,134,4.7,2.4,0.8,50.4,13.3,72.5,50.8,12.5,3.7
Dave Batton,Career,58,3.2,2.1,0.6,44.8,0,47.1,44.8,10.2,0.7
Lloyd Batts,Career,58,10.3,3.4,1.8,36.6,28.6,61.7,39.7,11.3,-0.5
Johnny Baum,Career,244,6.1,2.7,0.6,48,0,75.8,48,13.8,5.7
Frankie Baumholtz,Career,45,14,-,1.2,29.8,,77.6,,-,3.8
Lonny Baxter,Career,162,3.9,2.9,0.2,46.6,20,65.7,46.7,11.6,2.9
Jerryd Bayless,Career,586,8.4,2.1,2.9,41.1,36.1,81.8,47.1,12.2,18.6
Elgin Baylor,Career,846,27.4,13.5,4.3,43.1,,78,,22.7,104.2
Howard Bayne,Career,69,4.9,6.6,1,36,14.3,53.8,36.1,8.2,0.8
Aron Baynes,Career,522,6,4.6,0.8,48.9,30.8,79.4,51.1,13.7,20.1
Sergei Bazarevich,Career,10,3,0.7,1.4,50,16.7,77.8,52.3,13.6,0.2
Kent Bazemore,Career,657,8.2,3.2,1.8,41.3,35.6,72.4,48.8,11.4,13.5
Ed Beach,Career,12,1.8,2.1,0.3,21.1,,66.7,,-,-0.3
Al Beard,Career,12,2.5,3.8,0,52.2,-,54.5,52.2,6.3,0.3
Butch Beard,Career,605,9.3,3.4,3.6,48.7,,77.1,,15,32.8
Ralph Beard,Career,126,15.9,3.8,4.4,36.6,,77,,-,11.2
Charlie Beasley,Career,281,9.4,2.5,3.1,45.6,23.8,86.4,46.3,11.9,15.4
Jerome Beasley,Career,2,1,0.5,0,33.3,-,-,33.3,5.9,0
John Beasley,Career,506,13.7,8.4,1.2,49.1,31.6,83.1,49.9,19.6,37.9
Michael Beasley,Career,609,12.4,4.7,1.3,46.5,34.9,75.9,48.7,15.6,15.6
Zelmo Beaty,Career,889,17.1,10.9,1.5,49.4,15.4,77.1,49.4,18.7,106
Rodrigue Beaubois,Career,182,7.1,1.9,2.1,43.9,32.5,81,49.6,14.5,4.8
Byron Beck,Career,747,11.5,7,1.3,50.5,29.5,81.1,50.5,16.3,55
Corey Beck,Career,88,2.7,1.4,1.4,45.1,60,68.4,45.9,9.1,0.5
Ernie Beck,Career,371,6.3,3.2,1.8,38.3,,76.2,,11.2,9
Art Becker,Career,414,12.5,6.3,1,48,32.1,83.5,48.1,16.3,28.1
Moe Becker,Career,43,3.8,-,0.7,19.6,,50,,-,-2.4
Bob Bedell,Career,269,8.4,5.2,1.2,42.3,19,77.4,42.6,15.9,5.6
William Bedford,Career,238,4.1,2.4,0.5,41.6,31.8,60.5,41.9,9.7,0.9
Hank Beenders,Career,111,8.4,-,0.5,26.5,,68.7,,-,2
Ron Behagen,Career,388,10.3,7,1.6,42.5,-,75.4,42.5,14.2,13
Elmer Behnke,Career,4,4,4.3,1,27.3,,57.1,,7.8,-0.1
Marco Belinelli,Career,860,9.7,2.1,1.7,42.4,37.6,84.6,51.1,12.2,30.5
Charlie Bell,Career,376,8.5,2.2,2.3,41.2,36.1,76.9,48.8,11.2,12.5
Dennis Bell,Career,63,2.8,1.9,0.4,37.4,,53.5,,10.7,0.1
Jordan Bell,Career,161,3.7,3.1,1.2,55.2,20,63.6,55.6,15,4.9
Raja Bell,Career,706,9.9,2.8,1.7,43.4,40.6,79.9,51.4,10.9,32.7
Troy Bell,Career,6,1.8,0.7,0.7,22.2,0,100,22.2,-4.5,-0.2
Whitey Bell,Career,36,5.1,2.6,1.6,37.9,,63,,9.8,0
Walt Bellamy,Career,1043,20.1,13.7,2.4,51.6,,63.2,,19.9,130
DeAndre' Bembry,Career,296,5.9,3.2,1.8,47.4,28.3,61.1,50.9,10.5,4.4
Irv Bemoras,Career,131,6.3,2.6,1,34.7,,67.2,,10.5,1.3
Leon Benbow,Career,115,5.5,1.9,1.6,39.4,,75.9,,10.9,1.7
Dragan Bender,Career,187,5.4,3.9,1.3,39.9,32.3,65.4,49.7,7.6,0.5
Jonathan Bender,Career,262,5.5,2.2,0.6,41.7,34,76.3,45.8,10.9,3.8
Jerrelle Benimon,Career,2,0,1.5,0,-,-,-,-,4.7,0
Benoit Benjamin,Career,807,11.4,7.5,1.3,49.7,4.8,72.1,49.7,14.8,32.7
Corey Benjamin,Career,153,5.5,1.7,0.9,39,28.9,65.2,42.5,8.9,-0.9
Anthony Bennett,Career,151,4.4,3.1,0.5,39.2,26.1,67,42,10.2,0.5
Elmer Bennett,Career,21,2.3,0.5,1,34,27.3,72.2,37.2,6.2,-0.3
Mario Bennett,Career,68,4,2.7,0.4,53.4,33.3,51.1,53.6,18.2,1.9
Mel Bennett,Career,204,6.9,4.7,1,38.2,0,60.9,38.2,10.8,0.9
Spider Bennett,Career,59,7.5,2.5,1.4,38.2,24,64.8,39,6.8,0.5
Tony Bennett,Career,152,3.5,1,2,41.2,33.5,73.2,46.4,9.5,1.6
Winston Bennett,Career,136,4.8,3,0.9,42.5,0,69.4,42.5,8.4,1.7
David Benoit,Career,492,7,4,0.6,43.8,31.9,79.5,47.2,12,16.9
Keith Benson,Career,3,0,1,0,0,-,-,0,6,0
Kent Benson,Career,680,9.1,5.7,1.8,49.3,20.6,75.7,49.4,14.2,33.6
Ben Bentil,Career,3,0,0.7,0,0,0,-,0,-17.6,-0.1
Gene Berce,Career,3,3.3,-,0.7,31.3,,0,,-,-0.1
Gary Bergen,Career,6,1.3,1.3,0.2,27.3,,100,,4.8,0
Larry Bergh,Career,20,6.1,4.3,0.9,40.8,0,69.7,40.8,15.3,0.1
Ricky Berry,Career,64,11,3.1,1.3,45,40.6,78.9,50.7,13.1,2.4
Walter Berry,Career,205,14.1,4.7,1.4,53.9,20,63.8,54,16.6,8.2
Dairis Bert¨¡ns,Career,12,2.8,0.8,0.8,25.5,29.4,-,36.2,2,-0.2
Del Beshore,Career,69,3.5,0.9,2,35.2,38.5,66.7,37.2,6.4,-0.9
Travis Best,Career,708,7.6,1.8,3.5,43.1,34.5,83.5,46,13.8,30.9
Tyler Bey,Career,18,1,1.1,0.2,31.8,25,60,34.1,5.9,0
Sim Bhullar,Career,3,0.7,0.3,0.3,50,-,-,50,44.3,0
Wes Bialosuknia,Career,70,8.7,1.3,0.8,41.8,39.7,78,44.3,12.9,1.5
